Service,Category,Region,Base,Location,Month,Year,Amount,Base_clean,Base_core,Base_core_matched,Base_lat,Base_lon
Army,Revenue,Europe,Stuttgart,Kelley Community Club,December,2021,91043,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,January,2022,29217,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,February,2022,62076,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,March,2022,123727,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,April,2022,-34712,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,May,2022,135245,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,June,2022,48947,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,July,2022,73729,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,August,2022,56214,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Kelley Community Club,September,2022,54937,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,October,2021,89047,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,November,2021,139434,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,December,2021,123842,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,January,2022,152811,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,February,2022,122071,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,March,2022,175039,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,April,2022,113651,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,May,2022,163788,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,June,2022,215896,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,July,2022,38482,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,August,2022,187047,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Stuttgart,Patch Community Casino,September,2022,62411,stuttgart,stuttgart,stuttgart,48.775418,9.181759
Army,Revenue,Europe,Vicenza,Arena Bowl,October,2021,45485,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,November,2021,76818,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,December,2021,78031,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,January,2022,92034,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,February,2022,42387,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,March,2022,134020,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,April,2022,68427,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,May,2022,50709,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,June,2022,61752,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,July,2022,64279,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,August,2022,115125,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Arena Bowl,September,2022,47280,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,October,2021,8195,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,November,2021,0,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,December,2021,0,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,January,2022,381,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,February,2022,6674,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,March,2022,1920,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,April,2022,10656,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,May,2022,26277,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,June,2022,7387,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,July,2022,9474,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,August,2022,13057,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Vicenza,Del Din C/C,September,2022,8421,vicenza,vicenza,vicenza,45.545479,11.535421
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,October,2021,77333,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,November,2021,220956,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,December,2021,112652,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,January,2022,132856,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,February,2022,84330,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,March,2022,242179,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,April,2022,93806,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,May,2022,220223,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,June,2022,147832,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,July,2022,51039,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,August,2022,141640,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Vault Club Casino,September,2022,132397,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,October,2021,41647,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,November,2021,64330,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,December,2021,26934,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,January,2022,47437,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,February,2022,49801,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,March,2022,62779,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,April,2022,36075,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,May,2022,67148,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,June,2022,82706,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,July,2022,29695,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,August,2022,102989,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Wiesbaden Ent Center,September,2022,71984,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,October,2021,46304,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,November,2021,38059,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,December,2021,37185,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,January,2022,33125,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,February,2022,37407,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,March,2022,84368,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,April,2022,21637,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,May,2022,53450,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,June,2022,39340,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,July,2022,50539,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,August,2022,38010,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Liberty Games,September,2022,86377,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,October,2021,5379,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,November,2021,12716,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,December,2021,27899,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,January,2022,9725,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,February,2022,28261,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,March,2022,20348,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,April,2022,15887,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,May,2022,903,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,June,2022,47093,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,July,2022,17123,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,August,2022,5455,wiesbaden,wiesbaden,,50.05195,8.31676
Army,Revenue,Europe,Wiesbaden,Ace's Game Room,September,2022,15712,wiesbaden,wiesbaden,,50.05195,8.31676
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,October,2021,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,November,2021,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,December,2021,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,January,2022,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,February,2022,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,March,2022,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,April,2022,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,May,2022,0,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,June,2022,2869,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,July,2022,21027,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,August,2022,10207,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Greece - Souda Bay,The Anchor,September,2022,7766,greece souda bay,greece souda bay,,35.537632,24.153585
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,October,2021,20224,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,November,2021,30798,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,December,2021,-7205,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,January,2022,3125,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,February,2022,47807,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,March,2022,39005,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,April,2022,15975,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,May,2022,30057,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,June,2022,-12561,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,July,2022,-992,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,August,2022,53225,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Capo Olde Town Slots,September,2022,23906,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,October,2021,47357,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,November,2021,80037,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,December,2021,60912,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,January,2022,-4541,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,February,2022,119611,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,March,2022,10249,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,April,2022,121305,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,May,2022,105702,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,June,2022,68708,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,July,2022,42749,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,August,2022,68438,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Naples,Naples Bowl,September,2022,80062,naples,naples,naples,40.851775,14.268124
Navy,Revenue,Europe,Navy Rota,NGIS Rota,October,2021,15242,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,November,2021,12692,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,December,2021,4704,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,January,2022,16215,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,February,2022,3950,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,March,2022,8893,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,April,2022,7033,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,May,2022,-14494,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,June,2022,5296,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,July,2022,0,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,August,2022,0,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,NGIS Rota,September,2022,18064,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,October,2021,50550,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,November,2021,55077,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,December,2021,37548,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,January,2022,29692,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,February,2022,49947,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,March,2022,70196,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,April,2022,63533,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,May,2022,91723,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,June,2022,84895,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,July,2022,66239,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,August,2022,78903,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,La Plaza,September,2022,61233,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,October,2021,0,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,November,2021,7094,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,December,2021,24989,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,January,2022,9436,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,February,2022,27476,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,March,2022,32707,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,April,2022,6545,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,May,2022,11058,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,June,2022,15430,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,July,2022,11512,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,August,2022,9728,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Pinz,September,2022,9897,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,October,2021,1740,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,November,2021,3545,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,December,2021,3384,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,January,2022,0,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,February,2022,5600,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,March,2022,4491,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,April,2022,6018,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,May,2022,2269,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,June,2022,96,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,July,2022,0,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,August,2022,1327,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Rota,Rota Fleet Center,September,2022,3745,rota,rota,rota,36.62629,-6.362981
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,October,2021,7582,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,November,2021,16429,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,December,2021,14480,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,January,2022,9431,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,February,2022,12037,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,March,2022,21790,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,April,2022,17219,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,May,2022,28588,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,June,2022,8697,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,July,2022,11048,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,August,2022,1944,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Jox Sports Bar,September,2022,7574,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,October,2021,9885,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,November,2021,33490,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,December,2021,17591,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,January,2022,47742,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,February,2022,76992,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,March,2022,71913,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,April,2022,52540,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,May,2022,17767,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,June,2022,38588,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,July,2022,76456,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,August,2022,51973,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Navy,Revenue,Europe,Navy Sigonella,Sigonella Bowl,September,2022,57962,sigonella,sigonella,sigonella sicily,37.401667,14.922222
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,October,2021,3346,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,November,2021,4868,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,December,2021,3436,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,January,2022,4997,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,February,2022,7119,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,March,2022,17170,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,April,2022,9059,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,May,2022,10994,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,June,2022,7935,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,July,2022,7312,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,August,2022,12599,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Action Lanes NAFI,September,2022,7103,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,October,2021,3670,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,November,2021,613,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,December,2021,1751,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,January,2022,3418,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,February,2022,3225,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,March,2022,4410,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,April,2022,10244,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,May,2022,6206,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,June,2022,4385,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,July,2022,5949,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,August,2022,7133,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Ansbach,Storck Barracks Bowl NAFI,September,2022,5636,ansbach,ansbach,ansbach,49.300425,10.571936
Army,Reimbursement,Europe,Baumholder,Strikers NAFI,October,2021,10919,baumholder,baumholder,baumholder,49.613889,7.333333
